date,open,high,low,close,volume,spread
2023-04-26,8861.0,8875.9,8844.0,8849.9,86400.0,1
2023-04-27,8849.8,8850.3,8780.4,8796.1,86400.0,1
2023-04-28,8796.2,8818.9,8788.3,8799.9,86400.0,1
2023-04-29,8799.8,8857.1,8792.9,8850.9,86400.0,1
2023-04-30,8850.8,8852.7,8819.3,8828.9,86400.0,1
2023-05-01,8828.8,8836.7,8795.6,8822.1,86400.0,1
2023-05-02,8822.0,8899.5,8817.1,8885.3,86400.0,1
2023-05-03,8885.2,8913.2,8839.0,8840.3,86393.0,1
2023-05-04,8840.2,8881.5,8830.7,8873.3,86400.0,1
2023-05-05,8873.4,8890.3,8853.9,8877.5,86398.0,1
2023-05-06,8877.6,8900.8,8854.7,8854.7,86400.0,1
2023-05-07,8854.6,8860.4,8812.2,8818.7,86399.0,1
2023-05-08,8818.6,8834.9,8808.7,8820.2,85198.0,1
2023-05-09,8820.3,8838.8,8792.6,8835.8,86400.0,1
2023-05-10,8835.9,8836.6,8789.2,8798.2,86400.0,1
2023-05-11,8798.1,8814.8,8767.0,8769.6,86400.0,1
2023-05-12,8769.5,8784.7,8743.7,8758.4,86394.0,1
2023-05-13,8758.5,8783.7,8743.9,8762.8,86400.0,1
2023-05-14,8762.7,8764.3,8728.2,8749.0,86126.0,1
2023-05-15,8748.9,8749.8,8713.3,8713.4,86392.0,1
2023-05-16,8713.5,8732.7,8700.0,8725.4,86400.0,1
2023-05-17,8725.5,8739.4,8707.5,8725.2,86400.0,1
2023-05-18,8725.1,8725.1,8656.1,8684.9,86399.0,1
2023-05-19,8685.0,8697.7,8642.7,8679.7,86400.0,1
2023-05-20,8679.8,8702.0,8648.6,8697.7,86400.0,1
2023-05-21,8697.6,8736.4,8695.9,8733.1,86399.0,1
2023-05-22,8733.2,8743.3,8715.7,8732.5,86400.0,1
2023-05-23,8732.6,8756.8,8728.5,8743.1,86400.0,1
2023-05-24,8743.0,8791.0,8741.3,8776.5,86395.0,1
2023-05-25,8776.6,8803.9,8762.1,8803.8,86395.0,1
2023-05-26,8803.9,8838.5,8794.9,8831.8,86400.0,1
2023-05-27,8831.9,8846.4,8789.0,8801.0,86400.0,1
2023-05-28,8801.1,8812.5,8782.7,8788.4,86400.0,1
2023-05-29,8788.5,8801.2,8771.4,8783.0,86400.0,1
2023-05-30,8782.9,8815.0,8769.7,8772.8,86400.0,1
2023-05-31,8772.9,8792.5,8759.3,8771.6,86392.0,1
2023-06-01,8771.7,8781.4,8746.2,8762.2,86398.0,1
2023-06-02,8762.3,8802.4,8759.6,8800.2,86400.0,1
2023-06-03,8800.1,8813.9,8759.6,8813.4,86400.0,1
2023-06-04,8813.3,8814.6,8751.7,8775.2,86169.0,1
2023-06-05,8775.3,8784.9,8719.0,8730.8,86400.0,1
2023-06-06,8730.7,8734.6,8668.7,8670.8,86400.0,1
2023-06-07,8670.9,8711.8,8663.6,8702.6,86400.0,1
2023-06-08,8702.7,8723.0,8635.8,8640.8,86400.0,1
2023-06-09,8640.9,8674.0,8630.3,8633.8,86394.0,1
2023-06-10,8633.9,8673.6,8619.3,8669.4,86400.0,1
2023-06-11,8669.5,8674.3,8633.0,8673.2,86392.0,1
2023-06-12,8673.1,8740.9,8662.2,8735.4,86400.0,1
2023-06-13,8735.3,8737.4,8692.0,8694.8,86400.0,1
2023-06-14,8694.9,8728.3,8682.8,8717.6,86400.0,1
2023-06-15,8717.5,8717.6,8662.9,8665.8,86400.0,1
2023-06-16,8665.9,8670.8,8643.1,8656.2,86400.0,1
2023-06-17,8656.1,8659.5,8609.5,8629.6,86400.0,1
2023-06-18,8629.7,8634.7,8595.8,8610.0,86166.0,1
2023-06-19,8609.9,8620.2,8578.0,8591.8,86400.0,1
2023-06-20,8591.7,8623.5,8581.8,8623.5,86395.0,1
2023-06-21,8623.4,8626.2,8588.0,8594.8,86380.0,1
2023-06-22,8594.7,8606.2,8570.3,8575.4,86400.0,1
2023-06-23,8575.5,8612.8,8564.8,8602.0,86400.0,1
2023-06-24,8602.1,8607.8,8578.2,8606.6,86400.0,1
2023-06-25,8606.7,8626.1,8585.9,8623.6,86400.0,1
2023-06-26,8623.5,8643.6,8597.2,8642.8,86400.0,1
2023-06-27,8642.7,8651.4,8625.0,8631.8,86400.0,1
2023-06-28,8631.9,8638.9,8593.2,8601.2,86389.0,1
2023-06-29,8601.3,8602.5,8553.5,8560.0,86395.0,1
2023-06-30,8559.9,8634.2,8550.8,8629.4,86400.0,1
2023-07-01,8629.3,8633.8,8588.0,8601.4,86400.0,1
2023-07-02,8601.3,8627.2,8571.6,8576.8,86382.0,1
2023-07-03,8576.9,8616.9,8572.6,8592.4,86400.0,1
2023-07-04,8592.5,8622.3,8580.6,8602.2,86400.0,1
2023-07-05,8602.3,8624.7,8589.1,8616.8,86400.0,1
2023-07-06,8616.9,8669.2,8611.9,8665.0,86400.0,1
2023-07-07,8664.9,8669.1,8595.6,8597.6,86400.0,1
2023-07-08,8597.5,8626.4,8579.8,8586.4,86400.0,1
2023-07-09,8586.3,8620.3,8578.1,8580.8,86391.0,1
2023-07-10,8580.7,8590.4,8498.8,8514.6,86400.0,1
2023-07-11,8514.7,8520.9,8475.8,8499.6,86400.0,1
2023-07-12,8499.7,8516.5,8482.7,8514.6,86400.0,1
2023-07-13,8514.5,8530.0,8503.7,8522.0,86392.0,1
2023-07-14,8522.1,8550.3,8495.3,8545.8,86400.0,1
2023-07-15,8545.7,8585.3,8533.7,8580.8,86400.0,1
2023-07-16,8580.9,8652.7,8575.7,8652.2,86164.0,1
2023-07-17,8652.1,8688.8,8649.7,8675.4,86400.0,1
2023-07-18,8675.5,8702.2,8653.4,8655.2,86395.0,1
2023-07-19,8655.1,8671.8,8641.0,8666.8,86400.0,1
2023-07-20,8666.9,8686.9,8653.2,8672.6,86400.0,1
2023-07-21,8672.7,8680.1,8612.7,8613.9,86395.0,1
2023-07-22,8614.0,8628.9,8602.3,8628.1,86400.0,1
2023-07-23,8628.2,8654.1,8608.6,8638.3,86394.0,1
2023-07-24,8638.2,8659.0,8608.2,8614.7,86400.0,1
2023-07-25,8614.6,8621.2,8575.1,8597.0,85437.0,1
2023-07-26,8596.9,8610.3,8582.0,8600.6,86400.0,1
2023-07-27,8600.5,8603.4,8572.2,8587.4,86395.0,1
2023-07-28,8587.3,8616.9,8561.8,8563.8,86400.0,1
2023-07-29,8563.7,8594.2,8552.7,8564.4,86400.0,1
2023-07-30,8564.3,8577.1,8530.1,8564.0,86393.0,1
2023-07-31,8564.1,8641.3,8559.7,8626.8,86034.0,1
2023-08-01,8626.7,8660.1,8622.3,8649.1,86360.0,1
2023-08-02,8649.2,8660.1,8623.1,8623.9,86394.0,1
2023-08-03,8623.8,8654.1,8612.4,8625.1,86394.0,1
2023-08-04,8625.2,8638.2,8589.5,8592.5,86400.0,1
2023-08-05,8592.6,8640.4,8588.1,8634.4,86393.0,1
2023-08-06,8634.3,8659.5,8604.2,8629.6,86395.0,1
2023-08-07,8629.5,8671.1,8615.0,8666.1,86392.0,1
2023-08-08,8666.2,8668.3,8620.8,8644.1,86395.0,1
2023-08-09,8644.2,8672.1,8622.9,8666.1,86400.0,1
2023-08-10,8666.2,8714.1,8663.9,8678.5,86400.0,1
2023-08-11,8678.6,8704.0,8674.2,8694.5,86400.0,1
2023-08-12,8694.6,8697.7,8600.3,8602.3,86400.0,1
2023-08-13,8602.4,8625.4,8585.5,8599.9,86158.0,1
2023-08-14,8600.0,8653.1,8597.6,8626.3,86400.0,1
2023-08-15,8626.2,8633.2,8570.5,8579.0,86399.0,1
2023-08-16,8579.1,8586.4,8519.6,8524.6,86400.0,1
2023-08-17,8524.7,8528.1,8489.5,8498.3,86395.0,1
2023-08-18,8498.4,8502.7,8459.7,8465.5,86400.0,1
2023-08-19,8465.6,8495.4,8462.8,8475.1,86400.0,1
2023-08-20,8475.0,8509.6,8464.8,8476.8,86374.0,1
2023-08-21,8476.9,8496.1,8456.3,8490.5,85554.0,1
2023-08-22,8490.4,8491.1,8418.2,8421.3,86400.0,1
2023-08-23,8421.2,8436.1,8403.5,8420.3,86400.0,1
2023-08-24,8420.2,8427.7,8388.4,8407.9,86395.0,1
2023-08-25,8408.0,8462.8,8404.4,8446.0,86395.0,1
2023-08-26,8445.9,8473.1,8443.4,8468.4,86400.0,1
2023-08-27,8468.3,8485.1,8452.4,8466.0,86396.0,1
2023-08-28,8465.9,8477.2,8427.8,8436.1,86395.0,1
2023-08-29,8436.2,8479.6,8433.7,8454.3,86400.0,1
2023-08-30,8454.4,8472.9,8434.6,8456.3,86400.0,1
2023-08-31,8456.4,8485.0,8431.1,8455.1,86400.0,1
2023-09-01,8455.0,8464.5,8435.2,8440.3,86400.0,1
2023-09-02,8440.4,8465.2,8429.1,8446.1,86400.0,1
2023-09-03,8446.2,8481.3,8441.7,8463.3,86400.0,1
2023-09-04,8463.4,8484.9,8434.8,8457.3,86400.0,1
2023-09-05,8457.4,8471.9,8405.7,8431.3,86400.0,1
2023-09-06,8431.4,8446.4,8411.1,8426.7,86400.0,1
2023-09-07,8426.8,8468.5,8410.3,8465.1,86400.0,1
2023-09-08,8465.2,8475.2,8433.8,8472.5,86400.0,1
2023-09-09,8472.6,8488.3,8436.1,8448.9,86400.0,1
2023-09-10,8449.0,8493.9,8432.5,8485.5,86152.0,1
2023-09-11,8485.4,8499.5,8465.2,8487.1,86400.0,1
2023-09-12,8487.0,8510.6,8466.3,8479.8,86395.0,1
2023-09-13,8479.9,8493.1,8437.8,8454.4,86393.0,1
2023-09-14,8454.3,8462.5,8419.3,8424.0,86400.0,1
2023-09-15,8424.1,8438.5,8404.8,8407.4,86400.0,1
2023-09-16,8407.3,8430.8,8396.9,8409.2,86400.0,1
2023-09-17,8409.3,8410.8,8372.4,8380.2,86152.0,1
2023-09-18,8380.3,8448.5,8373.3,8437.8,86394.0,1
2023-09-19,8437.7,8449.1,8412.9,8436.8,86400.0,1
2023-09-20,8436.9,8438.3,8377.2,8381.6,86077.0,1
2023-09-21,8381.7,8406.0,8369.7,8395.8,86400.0,1
2023-09-22,8395.9,8435.2,8389.7,8432.4,86400.0,1
2023-09-23,8432.3,8446.3,8420.0,8437.8,86400.0,1
2023-09-24,8437.9,8440.6,8400.5,8410.8,86392.0,1
2023-09-25,8410.9,8427.5,8379.9,8392.0,86400.0,1
2023-09-26,8391.9,8404.6,8368.8,8380.6,86395.0,1
2023-09-27,8380.5,8393.6,8352.4,8372.6,86396.0,1
2023-09-28,8372.5,8429.0,8370.4,8420.0,86394.0,1
2023-09-29,8420.1,8447.1,8409.7,8418.4,86400.0,1
2023-09-30,8418.3,8438.9,8405.5,8411.8,86400.0,1
2023-10-01,8411.7,8441.6,8406.5,8411.2,86400.0,1
2023-10-02,8411.3,8460.3,8408.0,8437.6,86400.0,1
2023-10-03,8437.7,8446.2,8406.9,8413.4,86400.0,1
2023-10-04,8413.3,8470.6,8410.9,8465.3,86395.0,1
2023-10-05,8465.2,8491.6,8454.9,8484.8,86399.0,1
2023-10-06,8484.9,8516.0,8474.6,8515.5,86399.0,1
2023-10-07,8515.6,8528.1,8478.5,8490.1,86400.0,1
2023-10-08,8490.2,8492.5,8433.1,8465.9,86400.0,1
2023-10-09,8466.0,8486.0,8432.0,8434.3,86396.0,1
2023-10-10,8434.2,8466.8,8424.0,8454.3,86400.0,1
2023-10-11,8454.4,8459.9,8397.2,8412.9,86397.0,1
2023-10-12,8413.0,8418.3,8374.9,8386.5,86396.0,1
2023-10-13,8386.6,8400.8,8348.1,8349.1,86396.0,1
2023-10-14,8349.2,8354.4,8327.1,8338.1,86400.0,1
2023-10-15,8338.2,8345.2,8294.1,8318.3,86184.0,1
2023-10-16,8318.2,8339.7,8312.8,8325.5,86400.0,1
2023-10-17,8325.6,8350.6,8279.5,8348.3,86400.0,1
2023-10-18,8348.4,8368.3,8336.8,8358.5,86395.0,1
2023-10-19,8358.6,8382.5,8337.6,8354.7,86400.0,1
2023-10-20,8354.6,8396.6,8332.8,8384.7,86368.0,1
2023-10-21,8384.6,8393.5,8355.5,8368.9,86400.0,1
2023-10-22,8368.8,8391.1,8351.1,8387.3,86343.0,1
2023-10-23,8387.2,8407.8,8374.9,8380.7,86400.0,1
2023-10-24,8380.6,8399.5,8377.6,8391.7,85213.0,1
2023-10-25,8391.6,8400.8,8357.0,8358.5,86400.0,1
2023-10-26,8358.4,8374.8,8335.4,8348.6,86389.0,1
2023-10-27,8348.7,8377.8,8348.1,8361.8,86400.0,1
2023-10-28,8361.9,8368.1,8338.6,8362.6,86400.0,1
2023-10-29,8362.5,8378.1,8337.9,8369.0,86390.0,1
2023-10-30,8368.9,8413.6,8350.5,8397.3,86387.0,1
2023-10-31,8397.4,8424.5,8388.8,8418.3,86400.0,1
2023-11-01,8418.2,8494.4,8409.5,8464.3,86400.0,1
2023-11-02,8464.2,8500.2,8459.7,8489.2,86389.0,1
2023-11-03,8489.1,8529.1,8486.6,8500.2,86400.0,1
2023-11-04,8500.3,8501.9,8454.7,8469.6,86395.0,1
2023-11-05,8469.5,8478.3,8419.0,8432.4,86401.0,1
2023-11-06,8432.3,8497.9,8427.9,8494.7,86394.0,1
2023-11-07,8494.8,8569.1,8483.9,8553.7,86389.0,1
2023-11-08,8553.6,8591.1,8543.9,8556.9,86393.0,1
2023-11-09,8557.0,8599.8,8552.1,8598.1,86400.0,1
2023-11-10,8598.2,8627.6,8576.5,8621.1,86400.0,1
2023-11-11,8621.0,8646.3,8608.9,8633.5,86400.0,1
2023-11-12,8633.6,8649.6,8626.2,8637.2,86339.0,1
2023-11-13,8637.2,8658.6,8627.2,8644.3,86387.0,1
2023-11-14,8644.2,8653.1,8606.3,8607.7,86400.0,1
2023-11-15,8607.8,8625.9,8591.9,8621.3,86400.0,1
2023-11-16,8621.2,8665.2,8618.1,8630.9,86385.0,1
2023-11-17,8630.8,8632.0,8591.9,8623.7,86376.0,1
2023-11-18,8623.8,8630.0,8585.4,8585.9,86394.0,1
2023-11-19,8586.0,8586.3,8525.8,8532.5,86197.0,1
2023-11-20,8532.6,8556.7,8492.1,8498.9,86394.0,1
2023-11-21,8499.0,8524.0,8484.7,8497.7,86400.0,1
2023-11-22,8497.8,8509.2,8437.9,8442.7,86391.0,1
2023-11-23,8442.6,8477.0,8426.5,8473.1,86400.0,1
2023-11-24,8473.2,8488.9,8456.1,8476.7,86400.0,1
2023-11-25,8476.8,8488.7,8452.7,8459.9,86395.0,1
2023-11-26,8460.0,8466.7,8434.1,8454.9,86400.0,1
2023-11-27,8455.0,8508.2,8447.4,8482.5,86400.0,1
2023-11-28,8482.4,8492.7,8460.5,8464.9,85561.0,1
2023-11-29,8464.8,8504.4,8451.7,8502.9,86390.0,1
2023-11-30,8503.0,8512.4,8471.3,8471.5,86400.0,1
2023-12-01,8471.4,8495.6,8461.0,8468.5,86395.0,1
2023-12-02,8468.4,8490.4,8452.2,8480.3,86384.0,1
2023-12-03,8480.2,8513.1,8477.2,8487.5,86400.0,1
2023-12-04,8487.4,8513.9,8468.4,8498.3,86400.0,1
2023-12-05,8498.2,8529.4,8491.9,8523.9,86400.0,1
2023-12-06,8523.8,8551.2,8499.6,8515.9,86400.0,1
2023-12-07,8516.0,8517.0,8477.9,8499.5,86400.0,1
2023-12-08,8499.4,8506.7,8441.6,8454.9,86400.0,1
2023-12-09,8455.0,8488.8,8449.3,8484.7,86400.0,1
2023-12-10,8484.6,8537.6,8477.9,8530.5,86189.0,1
2023-12-11,8530.6,8546.6,8510.2,8525.5,86400.0,1
2023-12-12,8525.4,8534.7,8499.4,8516.3,86400.0,1
2023-12-13,8516.2,8552.0,8501.1,8543.5,86400.0,1
2023-12-14,8543.4,8587.0,8527.3,8577.7,86400.0,1
2023-12-15,8577.8,8585.9,8536.4,8539.9,86395.0,1
2023-12-16,8540.0,8563.8,8496.2,8506.3,86400.0,1
2023-12-17,8506.2,8527.1,8487.2,8490.9,86186.0,1
2023-12-18,8490.8,8518.7,8479.9,8485.1,86400.0,1
2023-12-19,8485.0,8501.1,8462.4,8499.5,86400.0,1
2023-12-20,8499.6,8504.6,8466.1,8488.0,86391.0,1
2023-12-21,8488.1,8509.2,8465.1,8469.0,86400.0,1
2023-12-22,8469.1,8475.8,8433.8,8473.0,86400.0,1
2023-12-23,8473.1,8476.1,8422.3,8433.0,86400.0,1
2023-12-24,8432.9,8451.4,8406.3,8432.6,86400.0,1
2023-12-25,8432.7,8447.7,8409.6,8446.0,86400.0,1
2023-12-26,8446.1,8450.6,8408.8,8415.8,86400.0,1
2023-12-27,8415.9,8448.0,8405.2,8444.4,86400.0,1
2023-12-28,8444.3,8484.6,8437.7,8481.2,86400.0,1
2023-12-29,8481.1,8481.2,8440.9,8452.6,86400.0,1
2023-12-30,8452.5,8473.7,8422.8,8431.4,86400.0,1
2023-12-31,8431.3,8466.3,8420.0,8458.2,86380.0,1
2024-01-01,8458.1,8462.0,8394.5,8399.9,86390.0,1
2024-01-02,8399.8,8421.1,8375.8,8402.3,86400.0,1
2024-01-03,8402.4,8430.8,8391.9,8417.7,86400.0,1
2024-01-04,8417.8,8447.2,8398.4,8411.9,86400.0,1
2024-01-05,8412.0,8412.2,8370.2,8393.1,86397.0,1
2024-01-06,8393.0,8417.4,8374.5,8413.5,86400.0,1
2024-01-07,8413.6,8428.9,8362.1,8391.1,86399.0,1
2024-01-08,8391.0,8415.3,8342.3,8354.7,86400.0,1
2024-01-09,8354.8,8377.8,8345.0,8349.7,86400.0,1
2024-01-10,8349.6,8354.7,8312.1,8317.3,86392.0,1
2024-01-11,8317.2,8341.6,8309.9,8336.9,86400.0,1
2024-01-12,8336.8,8337.6,8294.2,8312.7,86400.0,1
2024-01-13,8312.6,8326.0,8240.1,8246.1,86400.0,1
2024-01-14,8246.2,8251.0,8197.3,8211.7,86153.0,1
2024-01-15,8211.5,8231.7,8201.9,8220.9,85866.0,1
2024-01-16,8220.8,8226.3,8175.3,8181.9,86400.0,1
2024-01-17,8182.0,8195.4,8162.9,8193.3,86400.0,1
2024-01-18,8193.4,8201.4,8142.1,8158.3,86400.0,1
2024-01-19,8158.2,8193.3,8149.3,8164.1,86400.0,1
2024-01-20,8164.2,8191.3,8156.6,8163.3,86400.0,1
2024-01-21,8163.4,8164.8,8131.7,8145.4,72031.0,1
2022-12-21,8793.6,8811.2,8777.2,8802.2,86392.0,1
2022-12-22,8802.1,8838.3,8789.0,8834.2,86400.0,1
2022-12-23,8834.3,8848.2,8805.1,8808.3,86394.0,1
2022-12-24,8808.4,8820.4,8764.4,8770.5,86400.0,1
2022-12-25,8770.6,8809.5,8767.9,8772.3,86400.0,1
2022-12-26,8772.4,8793.7,8765.4,8792.1,86400.0,1
2022-12-27,8792.0,8840.0,8785.1,8812.7,86400.0,1
2022-12-28,8812.6,8860.5,8807.1,8853.9,86400.0,1
2022-12-29,8853.8,8857.6,8826.9,8842.1,86400.0,1
2022-12-30,8842.2,8891.6,8839.5,8874.9,86400.0,1
2022-12-31,8875.0,8875.6,8823.5,8848.1,86400.0,1
2023-01-01,8848.0,8851.9,8816.8,8834.1,86400.0,1
